NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.5	MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME%R-HSA-6791226.5	Details ...	172	0.61620563	2.5044742	0.0	0.0	0.0	3469	tags=60%, list=23%, signal=77%	
INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME DATABASE ID RELEASE 91%168273	INFLUENZA VIRAL RNA TRANSCRIPTION AND REPLICATION%REACTOME DATABASE ID RELEASE 91%168273	Details ...	128	0.6363916	2.4699368	0.0	0.0	0.0	3469	tags=62%, list=23%, signal=80%	
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.5	RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.5	Details ...	182	0.60811126	2.467547	0.0	0.0	0.0	3469	tags=58%, list=23%, signal=75%	
PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	Details ...	77	0.67227966	2.4549239	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.4	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.4	Details ...	90	0.66367614	2.4541178	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=92%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	Details ...	77	0.6722796	2.4399662	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	Details ...	77	0.67227966	2.438863	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	Details ...	77	0.67227966	2.4352076	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	Details ...	77	0.6722796	2.4345508	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Details ...	77	0.6722796	2.4325917	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	Details ...	77	0.67227966	2.4320533	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	Details ...	77	0.6722796	2.431628	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4	PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4	Details ...	85	0.6588162	2.427389	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=92%	
PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526	PROTEIN SYNTHESIS: TRYPTOPHAN%PATHWHIZ%PW120526	Details ...	77	0.6722796	2.4261665	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	Details ...	77	0.6722796	2.425703	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	Details ...	79	0.6729318	2.424374	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=92%	
RRNA PROCESSING%REACTOME DATABASE ID RELEASE 91%72312	RRNA PROCESSING%REACTOME DATABASE ID RELEASE 91%72312	Details ...	189	0.5947923	2.4219155	0.0	0.0	0.0	3469	tags=56%, list=23%, signal=72%	
PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	Details ...	77	0.6722796	2.4166615	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	Details ...	77	0.6722796	2.4162953	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	Details ...	77	0.6722796	2.4160888	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
RESPONSE OF EIF2AK4 (GCN2) TO AMINO ACID DEFICIENCY%REACTOME DATABASE ID RELEASE 91%9633012	RESPONSE OF EIF2AK4 (GCN2) TO AMINO ACID DEFICIENCY%REACTOME DATABASE ID RELEASE 91%9633012		96	0.64130294	2.415095	0.0	0.0	0.0	3469	tags=66%, list=23%, signal=85%	
PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918		77	0.6722796	2.4129095	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853		77	0.67227966	2.4083362	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527		77	0.67227966	2.407638	0.0	0.0	0.0	3469	tags=71%, list=23%, signal=93%	
INFLUENZA INFECTION%REACTOME%R-HSA-168255.6	INFLUENZA INFECTION%REACTOME%R-HSA-168255.6		147	0.6109892	2.4069552	0.0	0.0	0.0	3469	tags=57%, list=23%, signal=74%	
