CACNG8	-4.71585475958632
TXNDC15	-3.87542128546545
MALRD1	-3.8603690977735
SUSD5	-3.65816873104639
TSPAN7	-3.45660793796101
ABCG2	-3.25192485453426
HMGA2	-3.23447805730548
LINC00578	-3.21843699032234
LDB3	-3.1613805171548
C17orf78	-3.14412132546025
AADACP1	-3.0931053260283
HOXB2	-3.0658923651317
ATRNL1	-3.04860500438504
HAGLR	-3.04795330921617
TBC1D12	-2.98709252615887
MYH2	-2.98487769373444
SNCA	-2.91706811407067
SNCG	-2.91383258197941
BHMT	-2.87767120340843
CLDN18	-2.85989339921759
DPRXP4	-2.85847850563898
PRRG3	-2.70239051155795
GALNT13	-2.69702728913262
TRPM3	-2.69152627419872
TRPA1	-2.67646346725605
MS4A7	-2.65652915776816
LINC01091	-2.63759487792308
TFPI	-2.63078073569672
MAMDC2	-2.62208641935896
MUC3A	-2.61996953754814
HGF	-2.5913925174506
PWAR5	-2.58780007436808
KCNQ5	-2.58688516310992
PTPRG	-2.57746940561354
APH1B	-2.57709337671217
MUCL1	-2.56901039861929
RYR2	-2.56505530816766
OAZ2	-2.55467931163255
CHRFAM7A	-2.5432421218643
HPX	-2.52845644445596
SCUBE3	-2.52822797828871
SLC6A4	-2.4984046523276
COL9A3	-2.48370063220796
RGS5	-2.47736143091908
CBX3P3	-2.46902078663808
SLC47A1	-2.46033833782804
NUDT6	-2.45964532227098
GOLGA8N	-2.45495839666526
TMA16P2	-2.45429467136539
OMG	-2.42909957394845
GPR34	-2.42231640048563
RBM20	-2.42043605539921
GPR179	-2.41821816618013
TM9SF3	-2.41578588686866
REEP3	-2.41353529904297
LINC00517	-2.40193385986406
CCDC152	-2.39257872089509
STS	-2.38154053439443
GOLGA6L5P	-2.38021092429002
MRPS10P2	-2.37889092208003
PLCXD3	-2.36250597480775
ANO5	-2.36217603937762
SNRPGP18	-2.35874947926262
FAM120C	-2.34708606609846
SHE	-2.34670478004504
LINC00205	-2.34057963375342
NID1	-2.33750908999852
SLC38A6	-2.33627942502245
ABO	-2.32309321676623
GNB4	-2.32288257987796
UQCRBP1	-2.31736284246731
PSMA3	-2.2927414800994
ZFAND6	-2.27703148425943
PLXDC1	-2.27388574234223
CBR4	-2.27216642610554
TRIM3	-2.26893124603425
MESTIT1	-2.26271773607473
EDA2R	-2.25921804031637
APOD	-2.25105126473469
CABLES1	-2.24744067503699
C3orf70	-2.24232460316097
XIST	-2.23874214850151
BMS1P10	-2.23774442174994
CD34	-2.2329100381951
PART1	-2.23202835675974
SEMA6D	-2.22872041193658
CD302	-2.2203793222247
MTND2P26	-2.19544351780959
SNHG14	-2.18237045049793
MYOT	-2.18129101094005
GOLGA8S	-2.17015004536992
MTND5P16	-2.1698040698373
KIF6	-2.16369733772742
LINC01504	-2.16080215859503
LRRTM2	-2.15978636106709
HNRNPA1P50	-2.1524097080151
NOVA1	-2.14533229896095
CDH6	-2.13988382858768
GMFB	-2.13959600467934
FEM1B	-2.13705839853822
ABHD14B	-2.13667276582432
NHLRC3	-2.13464096848788
ZNF207	-2.13395432173029
MID1IP1	-2.12576082435665
RAPGEF3	-2.1191774310321
SLC25A46	-2.11821381743339
CCDC62	-2.1107221127682
SKP1	-2.11045482782943
OR51E1	-2.10929454615609
WNT2B	-2.1064381272376
MRO	-2.10362551470295
PROX1	-2.09973337186135
ACTG2	-2.09143268838267
RPS4XP6	-2.09111983409662
PIGFP2	-2.08942057351613
HECTD2	-2.08838377954201
CPEB1	-2.08691205541728
SLC26A7	-2.08527798628514
BTG2	-2.07877281765379
DNAJB14	-2.07832558871626
SAR1B	-2.07807330391821
EEF1B2P1	-2.07796678894246
WHAMMP2	-2.07327534913282
DPH6	-2.07204841057967
LGALS8	-2.06791225343331
DAB2	-2.0590020304443
ATXN3	-2.05169416983167
TGFBR3	-2.05028513504704
SNHG18	-2.04419245315155
FAM204A	-2.04209384412653
RNF212	-2.03657880144132
RAB11A	-2.03619789689288
ABCC11	-2.03321532679275
KCNN3	-2.03060572426752
SLC24A1	-2.02801292485318
MLH3	-2.02485273261703
PPM1A	-2.01990997524831
KCTD9P1	-2.01964301944606
PTGES3L	-2.01888422123652
CTF1	-2.0147763814173
GIPC2	-2.01380479254829
ST6GALNAC3	-2.01253566325697
LINC01266	-2.01199741476347
ATG12	-2.01120599442943
ULK4P2	-2.00396456504012
ADCY4	-2.00155058014677
ARL1	-2.00088025093985
NR1D2	-1.98870551015716
VIT	-1.98387509367617
LOXL4	-1.97892034779994
AADACL2	-1.97885916392535
ACSL6	-1.97859957264663
SNX1	-1.97493265630745
SMAD5	-1.96973118611913
BBIP1	-1.96737668421249
GPR137B	-1.95807417317784
SCN2A	-1.95520132420061
SYT15	-1.95435454825951
CYP4B1	-1.95411711858979
NRXN3	-1.95181854284796
WFDC1	-1.94147788214177
NUBPL	-1.94119921768622
ADAMTS15	-1.94036169953704
KCNE4	-1.93927649652865
EFCAB13	-1.93257724112035
HDAC9	-1.93163010884024
SLC28A2	-1.93062535485012
SMIM10	-1.93049852935403
MTMR9	-1.92337690107977
RAB2B	-1.92236096638383
FAM8A1	-1.92108625107185
SRR	-1.91787916210576
CNIH3	-1.91669479341445
SLC2A3P2	-1.9148222213587
SUCNR1	-1.90896243591612
PYGO1	-1.90555790540294
PARP6	-1.90098941970624
LINC01116	-1.89915323392652
TVP23C	-1.89701408730462
PABPC5	-1.89340515507967
TSSK3	-1.89110355862793
CYP4Z1	-1.88956327629875
PLCL1	-1.88777424280523
PREX2	-1.8867816359281
TRIM6	-1.88636383963858
STK32A	-1.88569685323634
EN1	-1.87807993044992
EYS	-1.87750186419615
TMEM218	-1.87468058633713
SOX17	-1.86815537174009
PRND	-1.86518938136128
RUNDC3B	-1.86386070681159
ZNF449	-1.86175281813105
GSTM2	-1.8591677944527
CNTLN	-1.85664129038715
NAIP	-1.85568297584607
HMGB1P23	-1.854097031518
SLC6A1	-1.85325094015019
METTL21AP1	-1.84566736303078
ACSS3	-1.84557848463942
SIGLEC15	-1.84251689423111
TAL1	-1.83992518124903
KCTD12	-1.83409668207474
HSD17B1	-1.83194513909931
MTMR10	-1.82919529754887
LRRC19	-1.82604856408614
TMEM170B	-1.82389448742514
GALC	-1.82187546678128
XBP1P1	-1.82171091739694
COL9A2	-1.82096584730509
IGDCC4	-1.82053854456542
MAF	-1.81971864100789
CRYZ	-1.81816773483351
NKAIN2	-1.81790280125812
TIMM9P1	-1.81613987682919
OAZ3	-1.81542295118381
SULT1A1	-1.81531283225059
CYP3A5	-1.81392296033406
ERBB2	-1.81252931328999
CEP41	-1.81244999889765
ABCA6	-1.81236841908877
CLEC14A	-1.81109511193822
MYOM3	-1.80984051828048
CFAP70	-1.80943514321343
